-11.67;11.00
-117.22;-179.00
-79.44;-111.00
-90.56;-131.00
-16.67;2.00
46.11;115.00
-245.56;-410.00
-106.67;-160.00
-106.11;-159.00
68.89;156.00
-168.33;-271.00
76.67;170.00
-142.78;-225.00
-23.89;-11.00
-200.56;-329.00
-201.67;-331.00
-137.22;-215.00
-13.89;7.00
0.00;32.00
-52.22;-62.00
-42.78;-45.00
-215.00;-355.00
82.78;181.00
-115.00;-175.00
-80.00;-112.00
-159.44;-255.00
-2.22;28.00
-173.89;-281.00
-58.89;-74.00
-4.44;24.00
-226.11;-375.00
-28.33;-19.00
-225.56;-374.00
-216.67;-358.00
40.00;104.00
-224.44;-372.00
-93.33;-136.00
-95.56;-140.00
-268.89;-452.00
-138.89;-218.00
-45.56;-50.00
-225.56;-374.00
88.33;191.00
-167.22;-269.00
-7.22;19.00
25.56;78.00
14.44;58.00
-52.78;-63.00
-33.33;-28.00
96.11;205.00
-141.67;-223.00
-128.89;-200.00
98.89;210.00
-149.44;-237.00
4.44;40.00
56.11;133.00
-23.89;-11.00
-128.89;-200.00
43.89;111.00
-234.44;-390.00
-247.22;-413.00
85.00;185.00
-7.22;19.00
-231.67;-385.00
36.11;97.00
-102.22;-152.00
-181.67;-295.00
-107.78;-162.00
27.78;82.00
-67.22;-89.00
-98.89;-146.00
-117.22;-179.00
-165.56;-266.00
-181.67;-295.00
-15.56;4.00
-248.89;-416.00
-191.67;-313.00
-169.44;-273.00
-242.78;-405.00
-55.00;-67.00
-163.33;-262.00
78.89;174.00
-97.78;-144.00
-44.44;-48.00
-8.89;16.00
27.78;82.00
58.89;138.00
-106.11;-159.00
-148.89;-236.00
-6.67;20.00
-85.56;-122.00
82.22;180.00
-55.00;-67.00
-165.00;-265.00
-217.22;-359.00
-198.89;-326.00
73.33;164.00
-114.44;-174.00
46.11;115.00
20.56;69.00
20.00;68.00
86.11;187.00
-120.56;-185.00
-107.22;-161.00
-7.22;19.00
76.11;169.00
-251.67;-421.00
32.22;90.00
-138.89;-218.00
-120.00;-184.00
52.22;126.00
-187.78;-306.00
-184.44;-300.00
-183.89;-299.00
-66.67;-88.00
52.78;127.00
-210.00;-346.00
-113.89;-173.00
-135.00;-211.00
-58.89;-74.00
-24.44;-12.00
-262.22;-440.00
28.89;84.00
-220.56;-365.00
-157.22;-251.00
-252.22;-422.00
-246.11;-411.00
-46.67;-52.00
63.89;147.00
-115.56;-176.00
74.44;166.00
-210.00;-346.00
-166.11;-267.00
-135.56;-212.00
-95.00;-139.00
-19.44;-3.00
-177.78;-288.00
-101.11;-150.00
-181.67;-295.00
-48.89;-56.00
-7.78;18.00
-150.00;-238.00
-78.33;-109.00
-95.00;-139.00
-58.33;-73.00
41.67;107.00
22.22;72.00
-26.11;-15.00
-46.11;-51.00
-202.22;-332.00
0.56;33.00
94.44;202.00
-188.89;-308.00
-58.33;-73.00
-159.44;-255.00
-117.78;-180.00
-55.56;-68.00
-46.11;-51.00
-218.33;-361.00
-144.44;-228.00
-36.67;-34.00
39.44;103.00
-0.56;31.00
-106.11;-159.00
-42.22;-44.00
-117.22;-179.00
-150.00;-238.00
92.22;198.00
-70.56;-95.00
-47.22;-53.00
-4.44;24.00
-232.78;-387.00
-148.33;-235.00
-102.22;-152.00
-127.78;-198.00
-199.44;-327.00
-27.78;-18.00
-20.56;-5.00
-262.22;-440.00
-81.67;-115.00
95.00;203.00
-166.11;-267.00
-216.11;-357.00
64.44;148.00
-6.67;20.00
-131.11;-204.00
-180.56;-293.00
-186.11;-303.00
-239.44;-399.00
-217.22;-359.00
-212.22;-350.00
-15.00;5.00
71.11;160.00
-184.44;-300.00
-17.78;0.00
-51.67;-61.00
-201.11;-330.00
-143.89;-227.00
-191.11;-312.00
-75.00;-103.00
-80.56;-113.00
78.33;173.00
83.33;182.00
-167.78;-270.00
38.33;101.00
-36.11;-33.00
53.89;129.00
-245.00;-409.00
-38.33;-37.00
-123.33;-190.00
-17.78;0.00
-25.00;-13.00
50.00;122.00
-188.33;-307.00
60.00;140.00
-185.00;-301.00
-148.33;-235.00
1.67;35.00
-147.78;-234.00
-150.56;-239.00
-45.56;-50.00
-232.22;-386.00
-96.11;-141.00
-185.00;-301.00
-31.67;-25.00
-204.44;-336.00
-96.67;-142.00
-83.89;-119.00
-187.78;-306.00
-61.11;-78.00
-252.22;-422.00
-190.56;-311.00
5.00;41.00
-93.89;-137.00
-141.11;-222.00
87.22;189.00
-3.33;26.00
36.67;98.00
-149.44;-237.00
-120.56;-185.00
-242.22;-404.00
-164.44;-264.00
-197.22;-323.00
-83.33;-118.00
-106.11;-159.00
-48.33;-55.00
53.33;128.00
-30.56;-23.00
-112.78;-171.00
55.00;131.00
-95.00;-139.00
8.33;47.00
13.89;57.00
14.44;58.00
1.11;34.00
-218.33;-361.00
-49.44;-57.00
-31.67;-25.00
-123.33;-190.00
-201.11;-330.00
-124.44;-192.00
-95.56;-140.00
-232.22;-386.00
41.11;106.00
-132.22;-206.00
-123.33;-190.00
-56.11;-69.00
87.22;189.00
-2.78;27.00
-213.33;-352.00
-138.33;-217.00
-93.89;-137.00
42.22;108.00
-108.89;-164.00
-75.00;-103.00
-251.11;-420.00
-47.22;-53.00
-75.00;-103.00
-27.22;-17.00
-245.56;-410.00
-164.44;-264.00
-174.44;-282.00
40.00;104.00
-124.44;-192.00
-23.89;-11.00
-98.89;-146.00
72.78;163.00
64.44;148.00
-168.89;-272.00
-178.89;-290.00
-163.33;-262.00
-22.22;-8.00
93.33;200.00
-236.11;-393.00
-130.00;-202.00
43.89;111.00
-263.33;-442.00
-219.44;-363.00
-118.89;-182.00
-241.11;-402.00
-211.11;-348.00
63.89;147.00
67.22;153.00
-96.67;-142.00
-96.11;-141.00
-188.89;-308.00
-7.22;19.00
-96.11;-141.00
-67.78;-90.00
-263.33;-442.00
26.11;79.00
-6.11;21.00
40.56;105.00
-235.56;-392.00
66.67;152.00
-92.78;-135.00
-116.67;-178.00
13.89;57.00
87.78;190.00
-219.44;-363.00
-126.11;-195.00
-260.56;-437.00
-143.33;-226.00
25.00;77.00
-231.67;-385.00
-112.22;-170.00
-62.22;-80.00
22.22;72.00
-233.89;-389.00
-7.78;18.00
-186.11;-303.00
52.78;127.00
-21.11;-6.00
-232.22;-386.00
81.67;179.00
-5.00;23.00
82.22;180.00
-68.89;-92.00
-158.33;-253.00
-203.33;-334.00
-151.67;-241.00
-252.22;-422.00
18.33;65.00
-193.89;-317.00
48.89;120.00
82.78;181.00
-116.11;-177.00
78.89;174.00
-49.44;-57.00
8.89;48.00
-134.44;-210.00
80.00;176.00
60.00;140.00
50.00;122.00
-101.11;-150.00
-233.33;-388.00
76.67;170.00
31.11;88.00
74.44;166.00
-181.11;-294.00
-213.89;-353.00
47.22;117.00
-226.67;-376.00
-253.33;-424.00
-145.56;-230.00
-267.22;-449.00
87.22;189.00
-126.67;-196.00
-38.33;-37.00
-83.89;-119.00
-61.67;-79.00
31.11;88.00
54.44;130.00
10.56;51.00
58.33;137.00
12.78;55.00
32.78;91.00
83.33;182.00
-61.67;-79.00
60.56;141.00
-72.78;-99.00
91.11;196.00
38.33;101.00
-26.67;-16.00
-135.56;-212.00
-35.00;-31.00
5.00;41.00
47.22;117.00
-99.44;-147.00
-55.56;-68.00
-68.33;-91.00
-180.56;-293.00
-227.22;-377.00
-82.22;-116.00
-148.33;-235.00
-207.22;-341.00
-77.78;-108.00
51.67;125.00
86.67;188.00
-197.22;-323.00
-233.33;-388.00
14.44;58.00
-208.89;-344.00
17.22;63.00
-124.44;-192.00
-120.56;-185.00
-84.44;-120.00
-231.67;-385.00
55.56;132.00
-48.89;-56.00
21.67;71.00
-95.00;-139.00
47.22;117.00
-163.33;-262.00
-5.00;23.00
-259.44;-435.00
-212.78;-351.00
-208.89;-344.00
-48.33;-55.00
41.67;107.00
11.11;52.00
-103.89;-155.00
67.22;153.00
-190.00;-310.00
-200.56;-329.00
-198.33;-325.00
-53.33;-64.00
46.11;115.00
-272.22;-458.00
-96.11;-141.00
-23.89;-11.00
-90.00;-130.00
-185.00;-301.00
35.00;95.00
-263.89;-443.00
-206.11;-339.00
-21.67;-7.00
24.44;76.00
-235.56;-392.00
-154.44;-246.00
98.89;210.00
-148.33;-235.00
8.33;47.00
-258.89;-434.00
-7.78;18.00
65.56;150.00
-110.00;-166.00
-22.78;-9.00
-110.00;-166.00
-145.56;-230.00
91.11;196.00
-168.89;-272.00
20.00;68.00
-45.00;-49.00
65.56;150.00
88.33;191.00
77.78;172.00
77.22;171.00
-212.22;-350.00
-17.22;1.00
-1.67;29.00
98.33;209.00
-259.44;-435.00
2.78;37.00
-201.11;-330.00
-190.00;-310.00
-181.11;-294.00
2.22;36.00
-251.11;-420.00
-1.11;30.00
13.33;56.00
-260.56;-437.00
-46.11;-51.00
-38.89;-38.00
-211.67;-349.00
-12.78;9.00
-17.78;0.00
-193.89;-317.00
-32.22;-26.00
-195.00;-319.00
-219.44;-363.00
-65.56;-86.00
-158.89;-254.00
-166.67;-268.00
-137.22;-215.00
-10.56;13.00
26.11;79.00
-91.67;-133.00
-262.78;-441.00
-236.67;-394.00
-169.44;-273.00
92.78;199.00
-36.11;-33.00
-195.56;-320.00
56.67;134.00
-253.33;-424.00
29.44;85.00
76.11;169.00
